event_id_cnty,event_date,notes,topic_manual
RUS4461,15 May 2020,"On 15 May 2020, 3 people took part in a series of coordinated one-person protests in Voronezh in support of a local activist who is accused of 'justifying acts of terror'.",political
RUS4456,15 May 2020,"On 15 May 2020, several hundred stall workers, some of the migrant workers, staged an unauthorized protest in Mamyri in Moscow's Novomoskovsky district (Moscow-Novomoskovsky), demanding the market owners roll back the announced rent hikes due to coronavirus isolation measures. The police persuaded the protesters to disperse peacefully without reported detentions.",economic
RUS4453,14 May 2020,"On 14 May 2020, police detained at least 10 people taking part in a protest against the creation of a new waste incineration plant in the region in the town of Timokhovo.",environmental
RUS4454,14 May 2020,"On 14 May 2020, police detained 4 activists taking part in an unauthorized protest against the plans to build a new roadway through a local forest in Solntsevo in Moscow's Western Administrative Region (Moscow-Western).",environmental
RUS4452,12 May 2020,"On 12 May 2020, several dozen of LNG plant workers staged an unauthorized protest in Sabetta, demanding to be sent home if they were confirmed not to be infected with the coronavirus.",social
RUS4450,10 May 2020,"On 10 May 2020, between 20 and 30 people took part in an unauthorized protest in Krasnoyarsk against a local businessman and ex-MP who was arrested on charges of organizing two targeting killings in 1994. Police asked protesters to disperse, no detentions were reported.",political
RUS4449,09 May 2020,"On 9 May 2020, police detained 10 KPRF members taking part in an unauthorized protest in central Moscow (Moscow-Central), commemorating the anniversary of the Victory Day and criticizing the government's handling of the coronavirus response measures.",social
RUS4447,06 May 2020,"On 6 May 2020, 3 Other Russia members took part in a protest near the White House in central Moscow (Moscow-Central), hanging up a banner criticizing the government. The protesters were detained later that same day after the protest was finished, before being charged and released.",political
RUS4448,06 May 2020,"On 6 May 2020, about 20 relatives of the Chayanda gas field workers in Yakutia, where numerous workers have been infected with coronavirus, took part in an unauthorized protest in Omsk, demanding the regional authorities evacuate local workers.",social
RUS4445,04 May 2020,"On 4 May 2020, an unspecified number of relatives of the inmates of a penal colony #15 took part in a series of coordinated one-person protests in Angarsk, demanding to be allowed to contact their relatives following a riot at the colony last month after which 54 inmates haven't been heard from.",social
RUS4444,01 May 2020,"On 1 May 2020, police detained 3 Other Russia members taking part in an unauthorized protest in Barnaul marking the Labor Day and criticizing the government's handling of the coronavirus crisis and lack of support for the population.",social
RUS4441,01 May 2020,"On 1 May 2020, police blocked the path of a KPRF-organized car protest in Rostov-on-Don involving 40 people in 15 cars celebrating the Labor Day and criticizing the government's handling of the coronavirus crisis and the lack of support for the population. Several protesters were briefly detained and fined.",social
RUS4442,01 May 2020,"On 1 May 2020, 7 KPRF activists and MPs took part in a series of coordinated one-person protests in Moscow marking Labor day and criticizing the government's handling of the coronavirus crisis and the lack of sufficient support for the population and the healthcare system.",social
RUS4443,01 May 2020,"On 1 May 2020, police detained 3 Left Front activists taking part in an unauthorized protest criticizing the government's handling of the coronavirus crisis in central Moscow.",social
RUS4439,30 April 2020,"On 30 April 2020, several dozen workers at the Gazprom natural gas field in the Lensk district of Yakutia continued with their unauthorized protest, decrying the poor working conditions and lack of any safety precautions to protect the workforce from the coronavirus infection, alleging that numerous field workers had already fallen ill. The protesters eventually blocked a road leading to the gas field, demanding the authorities evacuate the infected workers.",social
RUS4440,30 April 2020,"On 30 April 2020, police detained 3 local residents who were taking part in a series of coordinated one-person protests in the town of Zhukovskiy against the repurposing of a local hospital as a coronavirus treatment center.",social
RUS4436,28 April 2020,"On 28 April 2020, several hundred workers at the Gazprom natural gas field in the Lensk district of Yakutia took part in an unauthorized protest, decrying the poor working conditions and lack of sufficient safety precautions to protect the workforce from the coronavirus infection, alleging that numerous field workers had already fallen ill.",social
RUS4437,28 April 2020,"On 28 April 2020, at least 9 activists took part in an unauthorized protest in Ufa, demanding the authorities render aid to local resident who can't receive potentially life-saving medical treatment due to a coronavirus-related lockdown closure of the local hospital. 7 were detained by police.",social
RUS4433,27 April 2020,"On 27 April 2020, several hundred workers at the Gazprom natural gas field in the Lensk district of Yakutia took part in an unauthorized protest, decrying the poor working conditions and lack of any safety precautions to protect the workforce from the coronavirus infection, alleging that numerous field workers had already fallen ill.",social
RUS4434,27 April 2020,"On 27 April 2020, at least 4 detainees in the detention center for migrants in the town of Koltsovo took part in a demonstration, smashing furniture and surveillance cameras, allegedly harming themselves demanding the authorities give them access to smartphones and accelerate their deportations to their home countries. Police reinforcements pacified the demonstrators and transported one of them to a hospital. No casualties were reported.",social
RUS4435,27 April 2020,"On 27 April 2020, at least 5 people took part in an unauthorized protest in Vologda against the plans to build a new kindergarten in the district's green square. The protest's organizer, a local activist, has been detained by police.",environmental
RUS4431,24 April 2020,"On 24 April 2020, about 10 people took part in an unauthorized protest in Krasnoyarsk, demanding the authorities either lift the quarantine measures and allow businesses to reopen, or formally introduce the state of emergency due to coronavirus and provide those without income with financial aid. Police dispersed the protest and detained at least 4 people.",social
RUS4429,20 April 2020,"On 20 April 2020, up to 2000 people took part in an unauthorized demonstration against coronavirus containment measures and isolation measures in Vladikavkaz, demanding the authorities lift quarantine measures and calling for resignation of North Ossetia-Alania's governor Vyacheslav Bitarov, as well as calling for the release of the demonstration's organizer Vadim Cheldiyev. Some demonstrators clashed with police, injuring at least 13 officers, before being dispersed by the combined forces of police and National Guard. At least 69 demonstrators were detained, with 46 charged at the time of writing. The authorities agreed to provide financial aid to those who lost income due to coronavirus.",social
RUS4427,20 April 2020,"On 20 April 2020, about 70 workers at a Kaliningrad sewing plant producing car seat upholstery took part in an unauthorized protest demanding the landlord company allow them to return to work after it blocked the entrances and cut off electricity to the plant after the owners failed to pay the monthly fees, alleging that their proceeds were limited due to coronavirus-related lockdown measures.",economic
RUS4430,20 April 2020,"On 20 April 2020, police detained at least 6 eco-activists who were taking part in a continuous unauthorized protest in Petrozavodsk's Kamennyy Bor park, alleging that the authorities were planning to build a kindergarten in a protected area.",environmental
RUS4426,19 April 2020,"On 19 April 2020, police detained an excommunicated Orthodox priest who was leading an unauthorized protest against the closure of churches due to coronavirus with about 30 participants in central Saint Petersburg.",social
RUS4418,17 April 2020,"On 17 April 2020, up to 200 taxi and ride-share drivers took part in a protest in Chelyabinsk demanding higher pay and government assistance following the drop in demand for their services due to the coronavirus-related social isolation measures enacted in the region.",economic
RUS4424,17 April 2020,"On 17 April 2020, at least 5 activists took part in a series of coordinated one-person 'metropiket' protests in Saint Petersburg in support of Russia's political prisoners, in solidarity with the inmates at the Penal Colony No 15 in Angarsk following a prison riot there last week, and against the proposed set of constitutional amendments that could extend Vladimir Putin's presidency to 2036.",political
RUS4419,16 April 2020,"On 16 April 2020, at least 3 Other Russia members hung a banner and threw smoke bombs over the fence of the Czech consulate in St. Petersburg - Tsentralny against the removal of the statue of Soviet general Ivan Konev in Prague before being chased off by the security. Afterwards 1 Other Russia demonstrator was detained by police.",cultural
RUS4417,11 April 2020,"On 11 April 2020, Moscow police detained 2 ANS and 1 Timeless Protest members who were staging protests in support of the inmates of Penal Colony No 15 in Angarsk, who rioted following a beating of a fellow inmate by a security guard the day prior. One more ANS member was detained after he slit his wrists in front of the building of the Ministry of Justice.",social
RUS4415,09 April 2020,"On 9 April 2020, several dozen local residents took part in an unauthorized protest in the village of Zaokskoye during a visit by the region vice-governor, demanding the authorities lift the mandatory quarantine imposed on the village following a series of positive coronavirus cases among the locals. The protesters decried the lack of income and low food supplies. The police that were present at the scene persuaded the protesters to disperse.",social
RUS4414,06 April 2020,"On 6 April 2020, about a dozen of local entrepreneurs took part in an unauthorized protest in Sarapul against the coronavirus social-distancing measures enacted by the regional authorities. The police arrived shortly after the start of the protest and persuaded its participants to disperse.",social
RUS4413,05 April 2020,"On 5 April 2020, about 100 local residents took part in an unauthorized protest against the coronavirus-related self-isolation measures in the town of Digora, demanding the authorities specify the legality of the coronavirus-related restrictions and penalties, and outline the financial relief measures. The protesters also demanded to be allowed to return to work. One protester is reported to have been briefly detained and fined for violating self-isolation restrictions.",social
RUS4412,05 April 2020,"On 5 April 2020, 4 Other Russia members hung a banner with the writing 'Stop Fascism' and threw smoke bombs over the fence of the Czech embassy in central Moscow demonstrating against the removal of the statue of Soviet general Ivan Konev in Prague before being chased off by the security.",cultural
RUS4409,02 April 2020,"On 2 April 2020, Arkhangelsk police detained 4 activists taking part in a series of coordinated one-person protests in Arkhangelsk against the plans to construct several new waste collection and recycling plants in the region, citing violations of the coronavirus self-isolation rules by the activists.",environmental
RUS4407,01 April 2020,"On 1 April 2020, at least several dozen employees of a resort in the town of Ust-Kachka took part in a protest demanding the authorities investigate the legality of mass lay-offs by the resort's management in the wake of mandatory coronavirus self-isolation measures imposed by the regional authorities, calling upon them to provide the laid off people with assistance payments equaling to minimal wage during the quarantine period.",economic
RUS4403,29 March 2020,"On 29 March 2020, at least 14 people took part in an authorized protest organzied by the KPRF and Left Front in Omsk against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4404,29 March 2020,"On 29 March 2020, at least 3 KPRF activists took part in a protest in Tambov against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4405,29 March 2020,"On 29 March 2020, at least 4 KPRF activists took part in a protest in Saratov against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4399,28 March 2020,"On 28 March 2020, 9 people took part in an authorized protest in Omsk against the practice of in-cage hunting and calling for tougher penalties for cruelty to animals.",environmental
RUS4400,28 March 2020,"On 28 March 2020, at least 6 people took part in an authorized protest in Kambarka against the plans to construct a new hazardous waste recycling plant in the region.",environmental
RUS4401,28 March 2020,"On 28 March 2020, at least 6 KPRF activists took part in a series of coordinated one-person protests in Saratov against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4402,28 March 2020,"On 28 March 2020, at least 4 people took part in a protest in Zvenigorod against the waste collection system reform and the plans to construct new waste collection plants in the area for waste from Moscow.",environmental
RUS4398,27 March 2020,"On 27 March 2020, at least 7 Vesna and Libertarian Party activists took part in a series of coordinated one-person protests in Barnaul against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4396,26 March 2020,"On 26 March 2020, about 130 people took part in an authorized protest in Saratov against the plans to close down the local refrigeration plant.",economic
RUS4395,26 March 2020,"On 26 March 2020, at least 3 KPRF activists took part in a protest in Tambov against the socio-economic policies of the the government.",economic
RUS4397,26 March 2020,"On 26 March 2020, about 10 Other Russia activists took part in a series of coordinated one-person protests in Barnaul against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4394,25 March 2020,"On 25 March 2020, at least 3 cheated housing interest holders took part in a protest in Volgograd demanding the authorities revoke the licence of a bank that provided the loans for the construction of the housing.",economic
RUS4391,25 March 2020,"On 25 March 2020, at least 3 KPRF activists took part in a protest in Saratov demanding the authorities extend the subsidies for people who grew up during World War II.",social
RUS4393,25 March 2020,"On 25 March 2020, about 15 people took part in a protest in Vladivostok against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4390,24 March 2020,"On 24 March 2020, about 50 people took part in an authorized protest in Kostroma against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4389,24 March 2020,"On 24 March 2020, at least 20 people took part in a protest in Yekaterinburg against the city's development plan led to the demolition of several local landmarks.",cultural
RUS4387,23 March 2020,"On 23 March 2020, 3 local activists took part in a protest in Penza, demanding the authorities address the poor state of local architectural heritage buildings.",cultural
RUS4386,23 March 2020,"On 23 March 2020, about 10 people took in a series of one-person protests in Makhachkala in support of a local journalist and activist who is charged with allegedly financing terror groups.",political
RUS4371,22 March 2020,"On 22 March 2020, about 30-40 people, including members of LF and RRP, took part in an authorized protest in Novosibirsk demanding the release of Russia's political prisoners.",political
RUS4372,22 March 2020,"On 22 March 2020, about 20 activists, including members of Yabloko and ZNS, took part in a series of coordinated one-person protests in Omsk against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4375,22 March 2020,"On 22 March 2020, at least 8 Open Russia activists took part in a series of coordinated one-person protests in Volgograd against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4376,22 March 2020,"On 22 March 2020, about 300 people took part in an authorized protest organized by the KPRF in Tyumen against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4377,22 March 2020,"On 22 March 2020, about 30 people took part in an authorized protest organized by Yabloko and PARNAS in Yekaterinburg against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4378,22 March 2020,"On 22 March 2020, about 100 people took part in an authorized protest in Perm against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4380,22 March 2020,"On 22 March 2020, about 100 people, including members of Solidarnost and KPRF, separated into two groups of about 50, took part in an authorized protest in Chita against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4381,22 March 2020,"On 22 March 2020, about 200-300 people, including members of PARNAS and LF took part in an authorized protest organized by the Libertarian Party in Krasnoyarsk against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4382,22 March 2020,"On 22 March 2020, up to 40 people, limited by the new measures to limit the spread of coronavirus, took part in an authorized protest in Kazan, organized by the LF, For New Socialism and Yabloko, against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4379,22 March 2020,"On 22 March 2020, at least 3 local residents took part in a series of coordinated one-person protests in the Oktyabrsky district of Yekaterinburg against the sale of large land plots in the area to wealthy developers from Moscow and Yekaterinburg.",economic
RUS4373,22 March 2020,"On 22 March 2020, about 100 people, including members of Yabloko, PARNAS, Solidarnost, For New Socialism, took part in an authorized protest in Rostov-on-Don against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4374,22 March 2020,"On 22 March 2020, at least 3 activists took part in a series of coordinated one-person protests in Astrakhan against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4384,22 March 2020,"On 22 March 2020, at least 3 Yabloko activists took part in a series of coordinated one-person protests in Vologda, against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4385,22 March 2020,"On 22 March 2020, about 150 people, including members of KPRF, RSD, and RF's supporters, took part in an authorized protest in Izhevsk, against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4383,22 March 2020,"On 22 March 2020, police detained 4 people taking part in a protest in central Moscow against police brutality.",political
RUS4364,21 March 2020,"On 21 March 2020, about 100-150 people took part in an authorized protest organized by the KPRF and LF in Samara against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4366,21 March 2020,"On 21 March 2020, up to 45 people took part in an authorized protest organized by the KPRF in Sovetskiy against the socio-economic policies of the government and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4365,21 March 2020,"On 21 March 2020, several dozen people took part in an authorized protest organized by the KPRF in Novokuybyshevsk against the socio-economic policies of the government and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4367,21 March 2020,"On 21 March 2020, at least 3 people took part in a protest in Kamensk-Uralsky against police brutality following reports that local police tortured teenagers suspected of a crime.",political
RUS4368,21 March 2020,"On 21 March 2020, at least 3 activists took part in a series of coordinated one-person protests in Yeysk against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4363,21 March 2020,"On 21 March 2020, about 10 PARNAS members took part in a series of one-person protests in Kirov against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4369,21 March 2020,"On 21 March 2020, at least 3 activists took part in a series of coordinated one-person protests in Kaliningrad against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4370,21 March 2020,"On 21 March 2020, about 10 Yabloko activists took part in an authorized protest in Sochi against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4362,21 March 2020,"On 21 March 2020, 25 ex-miners took part in an authorized protest in Gukovo demanding the authorities assist them with securing wage arrears. It was agreed that further protests will be postponed due to the coronavirus pandemic concerns.",economic
RUS4361,21 March 2020,"On 21 March 2020, Moscow police detained at least 3 activists taking part in a series of coordinated one-person protests in Moscow in support of a local student and activist who was arrested and allegedly tortured by the police on hooliganism charges.",political
RUS4359,20 March 2020,"On 20 March 2020, at least 12 people, including members of Yabloko and RF supporters, took part in a series of one-person protests in Omsk against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4358,20 March 2020,"On 20 March 2020, Saint Petersburg police detained at least 8 people who were taking part in a series of one-person protests against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4357,19 March 2020,"On 19 March 2020, at least 4 KPRF activists took part in a protest in Kurgan against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4356,19 March 2020,"On 19 March 2020, Moscow police detained at least 60 people who were taking part in a protest against the construction of a new highway on the nuclear waste disposal site in the area.",environmental
RUS4354,18 March 2020,"On 18 March 2020, at least 4 KPRF activists took part in a protest in Kyzyl against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4355,18 March 2020,"On 18 March 2020, at least 5 KPRF activists took part in a protest in Yoshkar-Ola against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4340,17 March 2020,"On 17 March 2020, about 200 people, including KPRF, Yabloko, and CP activists, took part in an authorized protest in Petropavlovsk-Kamchatsky against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4342,17 March 2020,"On 17 March 2020, about 30 KPRF activists took part in an authorized protest organized in Blagoveshchensk against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4347,17 March 2020,"On 17 March 2020, about 100 people took part in an authorized protest in Biysk organized by the KPRF against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4348,17 March 2020,"On 17 March 2020, about 146 people took part in an authorized protest in Rubtsovsk organized by the KPRF against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4333,17 March 2020,"On 17 March 2020, about 100 KPRF activists took part in an authorized protest in Tyumen against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4338,17 March 2020,"On 17 March 2020, at least 8 KPRF activists took part in an authorized protest organized in Naryan-Mar against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4339,17 March 2020,"On 17 March 2020, several dozen KPRF activists took part in an authorized protest organized in Rostov-on-Don against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4341,17 March 2020,"On 17 March 2020, at least 5 KPRF activists took part in an authorized protest organized in Omsk against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4349,17 March 2020,"On 17 March 2020, several dozen people took part in an authorized protest in Voronezh organized by the KPRF against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4350,17 March 2020,"On 17 March 2020, about 300 people took part in an authorized protest in Novosibirsk organized by the KPRF against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4334,17 March 2020,"On 17 March 2020, several dozen people took part in an authorized protest organized by the KPRF in Kaliningrad against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4335,17 March 2020,"On 17 March 2020, over 100 people took part in an authorized protest organized by the KPRF and LF in Chelyabinsk against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4336,17 March 2020,"On 17 March 2020, at least 7 KPRF activists took part in an authorized protest organized in Volgograd against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4337,17 March 2020,"On 17 March 2020, at least 4 KPRF activists took part in an authorized protest organized in Kazan against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4346,17 March 2020,"On 17 March 2020, several dozen KPRF activists took part in an authorized protest in Yakutsk against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4343,17 March 2020,"On 17 March 2020, several dozen KPRF activists took part in an authorized protest in Yekaterinburg against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4344,17 March 2020,"On 17 March 2020, an unspecified number of KPRF activists took part in an authorized protest in Ryazan against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4345,17 March 2020,"On 17 March 2020, about a dozen of KPRF activists took part in an authorized protest in Ulan-Ude against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4352,17 March 2020,"On 17 March 2020, several dozen people took part in an authorized protest in Kursk organized by the KPRF against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4353,17 March 2020,"On 17 March 2020, several dozen people took part in an authorized protest in Saransk organized by the KPRF against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4332,17 March 2020,"On 17 March 2020, about 50 KPRF and LF activists took part in a protest in Moscow against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4351,17 March 2020,"On 17 March 2020, several dozen people took part in an authorized protest in Saint Petersburg organized by the KPRF against the government's socio-economic policies and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4329,16 March 2020,"On 16 March 2020, at least 11 people took in a series of one-person protests in Makhachkala in support of a local shepard whose sons were wrongfully killed in a police operation and in support of a local journalist and activist who is charged with allegedly financing terror groups.",political
RUS4330,16 March 2020,"On 16 March 2020, several hundred stall owners and operators took part in a protest in Novosibirsk against the announced plans to dismantle various small shopping stalls near the new bus stops.",economic
RUS4331,16 March 2020,"On 16 March 2020, about 100 people took part in an authorized protest in Chelyabinsk in support of a local MP and eco-activist who was arrested on fraud charges.",political
RUS4328,16 March 2020,"On 16 March 2020, about 15 people took part in an authorized protest in Ulyanovsk, demanding the authorities address the poor state of the city's architectural heritage buildings.",cultural
RUS4326,16 March 2020,"On 16 March 2020, about a dozen KPRF activists took part in a protest in front of Latvia's embassy in Moscow against the celebration of Remembrance Day of the Latvian Legionnaires, which was part of Waffen-SS during WWII.",cultural
RUS4296,15 March 2020,"On 15 March 2020, about 200 people took part in a protest in Khabarovsk, including members of KPRF, LDPR, and ER, demanding the authorities provide housing to people whose current housing was deemed unsafe for habitation.",social
RUS4300,15 March 2020,"On 15 March 2020, several dozen people took part in an unauthorized demonstration in Derbent, demanding the local city museum management rehire a number of workers that were fired recently. The demonstrators broke the gates of a nearby mosque in the process and only dispersed after the police arrived.",economic
RUS4301,15 March 2020,"On 15 March 2020, between 50 and 150 people, including Other Russia and LF members, took part in a protest organized by the KPRF in Perm against the socio-economic policies of the government and the proposed set of constitutional amendments.",legal
RUS4302,15 March 2020,"On 15 March 2020, between 800 and 2000 people took part in an authorized protest in Arkahgelsk against the creation of new waste-collection plants in the region. 1 protester was detained by police.",environmental
RUS4309,15 March 2020,"On 15 March 2020, over 100 people took part in an authorized protest organized by the KPRF in Vologda against the creation of new waste-collection plants in the region.",environmental
RUS4310,15 March 2020,"On 15 March 2020, over 50 people took part in an authorized protest in Syktyvkar against the creation of new waste-collection plants in the region.",environmental
RUS4319,15 March 2020,"On 15 March 2020, about 700 people took part in an authorized protest in Osinovo against the creation of a new waste incineration plant in the region.",environmental
RUS4321,15 March 2020,"On 15 March 2020, about 120 people took part in an authorized protest in Ivdel against the continued development of a nearby mineral node.",environmental
RUS4323,15 March 2020,"On 15 March 2020, about 300 people took part in an authorized protest organized by the KPRF in Saratov against the creation of a new hazardous waste recycling plant in the region.",environmental
RUS4306,15 March 2020,"On 15 March 2020, up to 2700 people took part in an authorized protest in Arkahgelsk against the creation of new waste-collection plants in the region.",environmental
RUS4318,15 March 2020,"On 15 March 2020, at least 3 Yabloko activists took part in a protest in Novosibirsk against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4308,15 March 2020,"On 15 March 2020, about 735 people took part in an authorized protest in Kotlas against the creation of new waste-collection plants in the region.",environmental
RUS4316,15 March 2020,"On 15 March 2020, about 800 people took part in an authorized protest in Yarensk against the creation of new waste-collection plants in the region.",environmental
RUS4317,15 March 2020,"On 15 March 2020, about 1000 people took part in an authorized protest in Kuloy against the creation of new waste-collection plants in the region.",environmental
RUS4297,15 March 2020,"On 15 March 2020, about 30 people took part in an authorized protest in Rostov-on-Don, demanding the authorities legalize the unauthorized housing projects that were erected in the city.",legal
RUS4299,15 March 2020,"On 15 March 2020, at least 25 people took part in a protest in Volgograd demanding the authorities stop cutting down trees within the city.",environmental
RUS4295,15 March 2020,"On 15 March 2020, over 100 people took part in a series of authorized protests organized by the KPRF in Kirov against the socio-economic policies of the government and local authorities, poor state of local ecology, and the proposed set of constitutional amendments.",environmental
RUS4305,15 March 2020,"On 15 March 2020, about two dozen people took part in an authorized protest organized by the KPRF in Kaluga against the socio-economic policies of the government and the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4293,15 March 2020,"On 15 March 2020, about 600 people took part in a series of authorized protests organized by the KPRF in Vladimir against the socio-economic policies of the government and local authorities, and the proposed set of constitutional amendments.",legal
RUS4304,15 March 2020,"On 15 March 2020, up to 1000 people took part in an authorized protest organized by the KPRF in Pervomayskiy against the operation of several oil refinery waste recycling and storage facilities in the region.",environmental
RUS4325,15 March 2020,"On 15 March 2020, about 30 people took part in an authorized protest organized by the LF in Naberezhnyye Chelny against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",legal
RUS4314,15 March 2020,"On 15 March 2020, at least 15 people took part in a protest in Vorkuta against the creation of new waste-collection plants in Russia's regions.",environmental
RUS4315,15 March 2020,"On 15 March 2020, at least 15 people took part in a protest in Mykun against the creation of new waste-collection plants in Russia's regions.",environmental
RUS4312,15 March 2020,"On 15 March 2020, at least 15 people took part in a protest in Ukhta against the creation of new waste-collection plants in Russia's regions.",environmental
RUS4313,15 March 2020,"On 15 March 2020, at least 15 people took part in a protest in Usinsk against the creation of new waste-collection plants in Russia's regions.",environmental
RUS4322,15 March 2020,"On 15 March 2020, about 100 people took part in an authorized protest in Vakhrushi against the creation of new waste recycling and collection plants in Russia's regions.",environmental
RUS4294,15 March 2020,"On 15 March 2020, 243 people took part in an authorized protest in Gorno-Altaysk against the proposed set of constitutional amendments that could extend Vladimir Putin's presidency past 2024.",legal
RUS4324,15 March 2020,"On 15 March 2020, over 100 people took part in an authorized protest organized by the RSD in Izhevsk against the creation of a new hazardous waste recycling plant in the region.",environmental
RUS4292,15 March 2020,"On 15 March 2020, about 120 people took part in an authorized protest in Barabinsk against the local authorities and their handling of the local economy, healthcare, and infrastructure.",political
RUS4298,15 March 2020,"On 15 March 2020, an unspecified number of people took part in a protest organized by the KPRF in Krasnodar against the socio-economic policies of the government and the proposed set of constitutional amendments.",legal
